-3	-1	0	0.00043229
-3	-1	1	0.00030964
-3	-1	2	0.0001126
-3	-1	7	0.00022921
-3	0	0	0.00070373
-3	0	1	0.00045642
-3	0	2	0.00020107
-3	0	6	0.00019101
-3	0	7	0.00046848
-3	1	0	0.00042827
-3	1	1	0.00026742
-3	1	6	0.00014075
-3	1	7	0.00037197
-2	-2	0	0.0008304
-2	-2	1	0.00077611
-2	-2	2	0.00036393
-2	-2	6	0.00019704
-2	-2	7	0.00046446
-2	-1	0	0.0041058
-2	-1	1	0.0034362
-2	-1	2	0.0013874
-2	-1	3	0.00034583
-2	-1	4	0.00011863
-2	-1	5	0.00034985
-2	-1	6	0.0012647
-2	-1	7	0.002837
-2	0	0	0.0072383
-2	0	1	0.0053142
-2	0	2	0.0021655
-2	0	3	0.00060119
-2	0	4	0.00016889
-2	0	5	0.0006233
-2	0	6	0.0021956
-2	0	7	0.005099
-2	1	0	0.0042224
-2	1	1	0.002835
-2	1	2	0.0012345
-2	1	3	0.00030361
-2	1	4	0.00010455
-2	1	5	0.00039409
-2	1	6	0.0014075
-2	1	7	0.0032934
-2	2	0	0.00078617
-2	2	1	0.00053684
-2	2	2	0.0002071
-2	2	6	0.00029959
-2	2	7	0.00083241
-1	-3	0	0.00022921
-1	-3	1	0.00023123
-1	-3	2	0.00011461
-1	-3	6	0.00010656
-1	-3	7	0.00015281
-1	-2	0	0.0033719
-1	-2	1	0.0028913
-1	-2	2	0.0014195
-1	-2	3	0.00032573
-1	-2	4	0.00012064
-1	-2	5	0.00032372
-1	-2	6	0.0010938
-1	-2	7	0.0022942
-1	-1	0	0.017145
-1	-1	1	0.013807
-1	-1	2	0.0060822
-1	-1	3	0.0015663
-1	-1	4	0.00049663
-1	-1	5	0.0015884
-1	-1	6	0.0056218
-1	-1	7	0.012335
-1	0	0	0.029645
-1	0	1	0.022171
-1	0	2	0.009824
-1	0	3	0.0026239
-1	0	4	0.00080426
-1	0	5	0.002457
-1	0	6	0.0098522
-1	0	7	0.021956
-1	1	0	0.017255
-1	1	1	0.012605
-1	1	2	0.0057304
-1	1	3	0.0015381
-1	1	4	0.0004725
-1	1	5	0.0015442
-1	1	6	0.0062612
-1	1	7	0.01391
-1	2	0	0.0032432
-1	2	1	0.0024228
-1	2	2	0.0012345
-1	2	3	0.00033779
-1	2	5	0.00033578
-1	2	6	0.0014436
-1	2	7	0.0029597
-1	3	0	0.00019503
-1	3	1	0.00016085
-1	3	6	0.00011059
-1	3	7	0.00022318
0	-3	0	0.00031567
0	-3	1	0.00026943
0	-3	2	0.00017493
0	-3	6	0.00015482
0	-3	7	0.00032372
0	-2	0	0.0051654
0	-2	1	0.0043631
0	-2	2	0.0020609
0	-2	3	0.00055896
0	-2	4	0.00016889
0	-2	5	0.00059515
0	-2	6	0.0021574
0	-2	7	0.0043732
0	-1	0	0.027558
0	-1	1	0.021323
0	-1	2	0.0097295
0	-1	3	0.0026259
0	-1	4	0.0008123
0	-1	5	0.0024892
0	-1	6	0.009814
0	-1	7	0.021295
0	0	0	0.047152
0	0	1	0.035659
0	0	2	0.015794
0	0	3	0.0041761
0	0	4	0.0012486
0	0	5	0.0042304
0	0	6	0.01579
0	0	7	0.036005
0	1	0	0.027319
0	1	1	0.021387
0	1	2	0.0096511
0	1	3	0.0025616
0	1	4	0.00075601
0	1	5	0.0025716
0	1	6	0.0097758
0	1	7	0.021373
0	2	0	0.0053323
0	2	1	0.0042364
0	2	2	0.0020026
0	2	3	0.00061124
0	2	4	0.00019905
0	2	5	0.00061124
0	2	6	0.002077
0	2	7	0.0042948
0	3	0	0.00035186
0	3	1	0.00033779
0	3	2	0.00016688
0	3	6	0.00013874
0	3	7	0.00029758
1	-3	0	0.00021916
1	-3	1	0.00016487
1	-3	6	0.00013471
1	-3	7	0.00021514
1	-2	0	0.0033377
1	-2	1	0.0023303
1	-2	2	0.0011601
1	-2	3	0.00034784
1	-2	5	0.00032774
1	-2	6	0.0014939
1	-2	7	0.0029436
1	-1	0	0.017392
1	-1	1	0.01281
1	-1	2	0.0057002
